,Var,bin,bin_range,bin_num,bin_good_num,bin_bad_num,bin_rate,good_bin_rate,bad_bin_rate,bin_rate_cum,good_bin_rate_cum,bad_bin_rate_cum,good_rate,bad_rate,woe,iv
21,total_rec_int,0,"[-0.001, 70.05]",1711,1522,189,0.05498425348672794,0.06509559043667935,0.0244280728964715,0.05498425348672794,0.06509559043667935,0.0244280728964715,0.8895382817066043,0.11046171829339567,-0.9801238122004048,0.03985920232423535
22,total_rec_int,1,"[70.05, 476.04]",7478,6192,1286,0.24031107397647664,0.2648304178606561,0.16621429494636164,0.2952953274632046,0.3299260082973354,0.19064236784283314,0.8280288847285371,0.17197111527146297,-0.4658117993104143,0.04593655365572447
23,total_rec_int,2,"[476.04, 595.02]",2066,1667,399,0.06639244167362941,0.07129720713399769,0.05157037611477317,0.361687769136834,0.4012232154313331,0.2422127439576063,0.8068731848983544,0.1931268151016457,-0.3239097546993466,0.006389712996432474
24,total_rec_int,3,"[595.02, 1531.88]",9942,7455,2487,0.3194935407159843,0.3188486377828151,0.32144241954245834,0.6811813098528183,0.7200718532141481,0.5636551635000646,0.7498491249245625,0.25015087507543754,0.008101927766149878,2.101463245778677e-05
25,total_rec_int,4,"[1531.88, 2261.28]",3883,2697,1186,0.12478308374574201,0.11535007057012103,0.15328938865193228,0.8059643935985603,0.8354219237842692,0.7169445521519969,0.6945660571722895,0.3054339428277105,0.2843559675795249,0.010788271502460804
26,total_rec_int,5,"[2261.28, 12707.86517]",6038,3848,2190,0.1940356064014397,0.16457807621573073,0.2830554478480031,1.0,0.9999999999999999,1.0,0.6372971182510765,0.3627028817489235,0.5422577221865333,0.06424526967196344
27,total_rev_hi_lim,0,"[-0.001, 27000.0]",15882,11609,4273,0.5103798444630118,0.49651426371840385,0.5522812459609668,0.5103798444630118,0.49651426371840385,0.5522812459609668,0.7309532804432691,0.2690467195567309,0.10644520846757315,0.005936128050417067
28,total_rev_hi_lim,1,"[27000.0, 41275.0]",6534,4865,1669,0.20997493412173018,0.20807493263761173,0.2157166860540261,0.720354778584742,0.7045891963560156,0.767997932014993,0.7445668809305173,0.2554331190694827,0.0360676402033137,0.00027562001274567693
29,total_rev_hi_lim,2,"[41275.0, 779778.9999999999]",8702,6907,1795,0.27964522141525805,0.2954108036439844,0.2320020679850071,1.0,1.0,1.0,0.7937255803263618,0.20627441967363824,-0.24162065700500965,0.015320860369779081
30,bc_util,0,"[-0.001, 7.5]",1710,1437,273,0.05495211774535638,0.06146015995894102,0.03528499418379217,0.05495211774535638,0.06146015995894102,0.03528499418379217,0.8403508771929824,0.15964912280701754,-0.5549313797324811,0.014525420858329767
31,bc_util,1,"[7.5, 22.7]",3431,2875,556,0.11025772864579986,0.12296308968820838,0.07186247899702727,0.16520984639115624,0.1844232496471494,0.10714747318081944,0.8379481200816089,0.16205187991839115,-0.5371299478192845,0.027447668354087677
32,bc_util,2,"[22.7, 49.4]",8242,6497,1745,0.26486278038434347,0.27787519781018777,0.22553961483779242,0.43007262677549973,0.46229844745733717,0.33268708801861185,0.7882795438000485,0.21172045619995147,-0.2086762650824195,0.010921193985590532
33,bc_util,3,"[49.4, 65.0]",5025,3731,1294,0.16148210039205604,0.15957401308754973,0.167248287449916,0.5915547271675557,0.6218724605448869,0.49993537546852784,0.7424875621890548,0.2575124378109453,0.04697161300127204,0.0003604730454146516
34,bc_util,4,"[65.0, 91.5]",8526,6052,2474,0.2739893309338646,0.2588426500149694,0.3197621817241825,0.8655440581014204,0.8807151105598563,0.8196975571927103,0.7098287590898429,0.29017124091015717,0.21135718920577065,0.012875780989791098
