Var,bin,bin_range,bin_num,bin_good_num,bin_bad_num,bin_rate,good_bin_rate,bad_bin_rate,bin_rate_cum,good_bin_rate_cum,bad_bin_rate_cum,good_rate,bad_rate,woe,iv
earliest_cr_line,0,"['Aug-1980', 'Jan-1964', 'Jan-1965', 'Jan-1966', 'Jan-1968', 'Jan-1970', 'Jan-1971', 'Jan-1978', 'Jan-1983', 'Nov-1979', 'Jul-1958', 'Jul-1968', 'Jul-1970', 'Jul-1972', 'Jul-1976', 'Jul-1977', 'Aug-1972', 'Aug-1970', 'Aug-1969', 'Aug-1967', 'Jan-1961', 'Jan-1960', 'Jan-1952', 'May-1959', 'May-1972', 'May-1970', 'Sep-1973', 'May-1979', 'Sep-1972', 'Feb-1967', 'May-1980', 'Feb-1968', 'Feb-1970', 'Aug-1960', 'Sep-1969', 'Feb-1977', 'Sep-1964', 'Dec-1976', 'Dec-1975', 'Sep-1961', 'Dec-1973', 'Dec-1964', 'May-1968', 'May-1966', 'Sep-1967', 'Aug-1959', 'May-1976', 'Mar-1972', 'Jun-1968', 'Jun-1969', 'Oct-1970', 'Jun-1974', 'Oct-1967', 'Nov-1968', 'Oct-1966', 'Oct-1979', 'Jun-1980', 'Jun-1983', 'Apr-1965', 'Mar-1969', 'Apr-1977', 'Mar-1968', 'Nov-1974', 'Nov-1975', 'Jun-1982', 'Jun-1965', 'Apr-1966', 'Mar-1974', 'Apr-1986', 'Mar-1980', 'Dec-1986', 'Oct-1987', 'Mar-1981', 'Feb-1989', 'Jan-1980', 'Oct-1985', 'Nov-1977', 'Jul-1993', 'Sep-1987', 'Nov-1985', 'Nov-1990', 'Mar-1983', 'Jun-2009', 'Jun-1990', 'Sep-1980', 'May-1983', 'Sep-1977', 'Feb-1991', 'Mar-1982', 'Nov-1980', 'Jan-1985', 'Sep-1990', 'Jun-1987', 'Dec-1992', 'Dec-1984', 'Jun-2008', 'Mar-1993', 'Apr-1994', 'Apr-1997', 'Jul-1989', 'Aug-2008', 'Nov-1992', 'Aug-1978', 'Jul-1980', 'Mar-1984', 'Oct-1990', 'Apr-1973', 'Mar-1978', 'Oct-1980', 'Jun-1981', 'Jan-1982', 'May-1975', 'May-1978', 'Oct-1991', 'Jun-2002', 'Feb-1988', 'Oct-2001', 'May-2001', 'Apr-1987', 'Jun-1991', 'Aug-2003', 'Feb-1984', 'Jul-1985', 'Nov-2007', 'May-2010', 'Jun-2010', 'Nov-2001', 'May-2000', 'Jan-1989', 'Dec-1981', 'Jul-1983', 'Mar-1986', 'May-1995', 'Apr-2003', 'Aug-2000', 'Nov-2003', 'Jan-2001', 'Jul-1994', 'Apr-1989', 'Aug-2002', 'Jan-1996', 'Aug-1987', 'May-2002', 'Mar-2001', 'Sep-1986', 'Jun-1992', 'Sep-1985', 'May-1996', 'May-1987', 'Dec-2003', 'Dec-1989', 'Oct-1996', 'May-1991', 'Jul-1997', 'May-1997', 'Apr-1999', 'Sep-1993', 'Jun-2004', 'Mar-1997', 'Jun-2003', 'Jun-2007', 'Sep-1976', 'May-1973', 'Jan-1977', 'Nov-1983', 'Jul-1978', 'Aug-1992', 'Aug-2011', 'Oct-2007', 'Oct-1984', 'Sep-1983', 'Jul-1988', 'Feb-1974', 'Feb-1976', 'Oct-2000', 'Feb-1999', 'Sep-1997', 'Oct-2012', 'Feb-1996', 'Feb-1998', 'Nov-1988', 'Jul-2001', 'Nov-1997', 'Oct-1997', 'Apr-1988', 'Jul-1999', 'Jan-2002', 'Sep-2005', 'Dec-1997', 'Mar-2000', 'Jul-2008', 'Dec-1994', 'Mar-1999', 'Oct-1993', 'Sep-1989', 'Sep-2000', 'Jul-1990', 'Jul-1991', 'Apr-1984']",8321,6795,1526,0.267401504,0.290620589,0.19723407,0.267401504,0.290620589,0.19723407,0.816608581,0.183391419,-0.387627404,0.036199174
earliest_cr_line,1,"['Feb-1993', 'Jun-1996', 'Dec-1999', 'Dec-1993', 'Oct-1999', 'Sep-1996', 'Feb-1985', 'Jan-2004', 'Dec-1977', 'Sep-1979', 'Jul-1992', 'Feb-1982', 'Apr-1978', 'Jun-2001', 'Feb-2002', 'Nov-2004', 'Mar-2007', 'Feb-2004', 'Nov-1995', 'Nov-2010', 'Mar-1990', 'Jun-2012', 'May-2007', 'May-1993', 'Oct-2003', 'Jul-1987', 'Jun-2000', 'Apr-1992', 'Apr-1998', 'Jan-2007', 'Oct-1998', 'Nov-1989', 'Apr-2004', 'Nov-2000', 'Jan-1997', 'Feb-2000', 'Dec-1985', 'Jan-1990', 'Feb-1983', 'Jun-1994', 'Jan-2010', 'Jun-2005', 'May-1981', 'Mar-1998', 'Mar-1995', 'Jul-2000', 'Dec-2001', 'May-2003', 'Jun-1998', 'Mar-1987', 'Jan-2005', 'Jul-2005', 'Sep-1991', 'Sep-1988', 'Feb-1986', 'May-1984', 'Apr-2006', 'Feb-2001', 'Aug-2005', 'Aug-2007', 'Jan-1993', 'Jan-1999', 'Aug-2004', 'Dec-2000', 'Jan-2006', 'Nov-2006', 'Aug-2006', 'Aug-1998', 'Jul-2003', 'Nov-1994', 'Feb-2008', 'Sep-2002', 'Jan-2003', 'Dec-1991', 'Sep-2006', 'Apr-2000', 'Aug-2001', 'Mar-2005', 'Aug-1990', 'Apr-1993', 'Jul-2006', 'Sep-1992', 'Oct-2004', 'Sep-2003', 'Mar-1996', 'Nov-1991', 'Dec-2007', 'Nov-1996', 'Sep-1995', 'Oct-2002', 'Oct-1992', 'Aug-1985', 'May-1974', 'Apr-1983', 'Jan-1975', 'Apr-1976', 'Nov-1981', 'Dec-2010', 'Dec-2012', 'Sep-1981', 'Jun-1985', 'Nov-1984', 'Dec-2002', 'Jan-1979', 'Oct-1981', 'Jul-1982', 'May-1982', 'Jul-1979', 'Oct-1977', 'Jan-1991', 'Sep-1982', 'Apr-1981', 'Dec-1988', 'Feb-1987', 'Feb-2003', 'Jul-1998', 'Jun-1995', 'Nov-1993', 'Dec-2004', 'Nov-2009', 'Mar-2002', 'May-2011', 'Mar-1989', 'Apr-2007', 'Feb-2005', 'Aug-2009', 'Mar-1988', 'Jul-2004', 'Nov-2002', 'Apr-2002', 'Sep-2007', 'Aug-1991', 'Mar-1992', 'Jan-1995', 'Mar-1991', 'May-1988', 'Jan-2000', 'Jul-2002', 'Nov-1982', 'Sep-2008', 'Dec-2006', 'Oct-1978', 'Jan-1984', 'Sep-1994', 'Oct-1994', 'Jun-1999', 'Feb-1994', 'Feb-1997', 'Jun-1988', 'Apr-1996', 'May-2008', 'Sep-2001', 'Aug-2012', 'Jan-2009', 'May-2005', 'Oct-1989', 'Apr-2001', 'Mar-2006', 'Sep-1998', 'Jul-1996', 'Nov-1987', 'Apr-2008', 'Mar-2004', 'Jul-1986', 'Dec-1995', 'Dec-2009', 'May-1985', 'Apr-2012', 'Sep-2012', 'Mar-2003', 'Feb-2007', 'Jun-2006', 'Sep-1999', 'Sep-2004', 'May-2006', 'Apr-1990', 'Jan-1994', 'Jul-1995', 'Jun-2011', 'May-1990', 'Aug-1986', 'Dec-1990', 'Jul-2011', 'Apr-1979', 'Jun-1976', 'Jan-1986', 'Mar-2008', 'Jul-2007', 'Feb-2013', 'Dec-2005', 'Oct-2008', 'Nov-1998', 'Jan-1992', 'Apr-1995', 'Apr-1991', 'Jun-1997', 'Dec-1983', 'Aug-1984', 'Mar-2009', 'Nov-2011', 'Feb-1995', 'Dec-1987', 'Jan-2011']",17518,13128,4390,0.562953917,0.561481545,0.567403386,0.830355421,0.852102134,0.764637456,0.749400617,0.250599383,0.010491584,6.21E-05
earliest_cr_line,2,"['May-1989', 'May-1998', 'Aug-1996', 'Jan-2012', 'Dec-2013', 'Nov-1986', 'May-2004', 'Dec-2008', 'Sep-2009', 'Dec-1996', 'Jul-2012', 'Apr-2010', 'May-1992', 'Oct-2009', 'Oct-2006', 'Feb-2006', 'Sep-2010', 'May-2013', 'Jan-2008', 'Mar-2011', 'Jul-2009', 'Dec-1982', 'May-1994', 'Aug-1989', 'Nov-1999', 'Mar-1985', 'Aug-1982', 'Dec-1998', 'Sep-2011', 'Nov-2005', 'Oct-2005', 'Aug-1988', 'Sep-1984', 'Jan-1998', 'Feb-2010', 'Oct-1986', 'Apr-1985', 'Sep-2013', 'Mar-2012', 'May-1999', 'Mar-1994', 'Jul-2013', 'Aug-1994', 'Sep-1978', 'Oct-1964', 'Jan-1988', 'Aug-1973', 'Feb-1990', 'Aug-1983', 'Oct-1973', 'Sep-1968', 'Aug-1974', 'Feb-1979', 'Jun-1971', 'Oct-2013', 'May-1969', 'Apr-1967', 'May-1986', 'Nov-1978', 'Nov-1971', 'Apr-1970', 'Nov-1970', 'Aug-1999', 'Mar-2013', 'Aug-1993', 'Oct-2010', 'Feb-2011', 'Aug-1995', 'Dec-2011', 'Nov-2013', 'Feb-1992', 'Oct-1995', 'Jul-2010', 'Aug-1997', 'Apr-1982', 'Feb-2012', 'Jun-1993', 'Nov-2012', 'Jan-2013', 'Apr-2011', 'Apr-2005', 'Apr-2009', 'Jul-1981', 'Jan-1987', 'Apr-2013', 'Oct-1982', 'Nov-2008', 'Oct-1988', 'Aug-2010', 'Jun-1989', 'May-2009', 'May-1977', 'Feb-1973', 'Apr-1974', 'Aug-2013', 'Oct-1975', 'Jul-1984', 'Jan-1981', 'Jun-1986', 'Aug-1977', 'Jun-1972', 'Nov-1976', 'Jun-2013', 'Oct-2011', 'May-2012', 'Feb-2009', 'Jan-1976', 'Oct-1976', 'Jan-2014', 'Feb-1981', 'Mar-2010', 'Feb-1980', 'Sep-1971', 'Aug-1975', 'Aug-1976', 'Jun-1966', 'Dec-1980', 'May-1967', 'Mar-1979', 'Mar-1976', 'Apr-1972', 'Mar-1973', 'Mar-1970', 'Jan-1972', 'Jun-1984', 'Jun-1977', 'Apr-1975', 'Oct-1968', 'Dec-1978', 'Jun-1964', 'Dec-1971', 'Dec-1974', 'Sep-1975', 'Oct-1983', 'Jun-1978', 'Aug-1979', 'Jul-1975', 'Oct-1974', 'Oct-1971', 'Apr-1980', 'Feb-2014', 'Jul-1974', 'Aug-1968', 'Jan-1967', 'Nov-1967', 'Nov-1972', 'Dec-1979', 'Aug-1981', 'Jun-1979', 'Apr-1971', 'Jan-1973', 'Sep-1974', 'Nov-1973', 'Nov-1963', 'Mar-1977', 'Mar-1975', 'Mar-1965', 'Jun-1975', 'Oct-1969', 'Jun-1970', 'Jul-1971', 'Jul-1969', 'Jan-1969', 'Jan-1953', 'Feb-1978', 'Sep-1965', 'Feb-1972', 'Feb-1965', 'Feb-1964', 'Dec-1969', 'Apr-1964']",5279,3458,1821,0.169644579,0.147897866,0.235362544,1,1,1,0.655048305,0.344951695,0.464605125,0.040636538
mths_since_last_delinq,0,"[-inf, 26.0]",6910,5003,1907,0.222057973,0.213977161,0.246477963,0.222057973,0.213977161,0.246477963,0.724023155,0.275976845,0.141403305,0.004595721
mths_since_last_delinq,1,"[26.0, 54.0]",5884,4423,1461,0.189086702,0.189170694,0.188832881,0.411144675,0.403147855,0.435310844,0.751699524,0.248300476,-0.001787355,6.04E-07
mths_since_last_delinq,2,"[54.0, 70.0]",2069,1576,493,0.066488849,0.067405158,0.063719788,0.477633524,0.470553013,0.499030632,0.761720638,0.238279362,-0.056226385,0.000207215
mths_since_last_delinq,3,"[70.0, inf]",1323,1053,270,0.042515586,0.045036568,0.034897247,0.52014911,0.515589581,0.533927879,0.795918367,0.204081633,-0.255066842,0.002586205
mths_since_last_delinq,4,[-9999.0],14932,11326,3606,0.47985089,0.484410419,0.466072121,1,1,1,0.758505224,0.241494776,-0.038592132,0.000707714
open_acc,0,"[-inf, 9.0]",12190,9225,2965,0.391734687,0.394551131,0.383223472,0.391734687,0.394551131,0.383223472,0.756767842,0.243232158,-0.029130446,0.00032998
open_acc,1,"[9.0, inf]",18928,14156,4772,0.608265313,0.605448869,0.616776528,1,1,1,0.747886729,0.252113271,0.018536653,0.000209977
revol_bal,0,"[-inf, 3126.0]",3192,2516,676,0.102577286,0.107608742,0.087372367,0.102577286,0.107608742,0.087372367,0.788220551,0.211779449,-0.208322831,0.004215699
revol_bal,1,"[3126.0, 9336.0]",10104,7775,2329,0.324699531,0.332534964,0.301021068,0.427276817,0.440143706,0.388393434,0.769497229,0.230502771,-0.099564756,0.003137673
revol_bal,2,"[9336.0, inf]",17822,13090,4732,0.572723183,0.559856294,0.611606566,1,1,1,0.734485467,0.265514533,0.088409077,0.004575194
revol_util,0,"[-inf, 0.19]",4266,3655,611,0.137091073,0.156323511,0.078971177,0.137091073,0.156323511,0.078971177,0.856774496,0.143225504,-0.682844702,0.052819631
revol_util,1,"[0.19, 0.281]",3231,2633,598,0.10383058,0.112612805,0.07729094,0.240921653,0.268936316,0.156262117,0.814917982,0.185082018,-0.376378694,0.013294398
revol_util,2,"[0.281, 0.47600000000000003]",8448,6430,2018,0.271482743,0.275009623,0.260824609,0.512404396,0.543945939,0.417086726,0.761126894,0.238873106,-0.052957905,0.000751209
revol_util,3,"[0.47600000000000003, 0.7609999999999999]",10635,7590,3045,0.341763609,0.324622557,0.393563397,0.854168006,0.868568496,0.810650123,0.713681241,0.286318759,0.192579021,0.013276559
revol_util,4,"[0.7609999999999999, inf]",4524,3064,1460,0.145382094,0.131046576,0.188703632,0.9995501,0.999615072,0.999353755,0.677276746,0.322723254,0.364624895,0.021023198
revol_util,5,[-9999.0],14,9,5,0.0004499,0.000384928,0.000646245,1,1,1,0.642857143,0.357142857,0.518123046,0.000135395
total_pymnt,0,"[-inf, 4996.67]",7445,2779,4666,0.239250595,0.118857192,0.603076128,0.239250595,0.118857192,0.603076128,0.373270651,0.626729349,1.624120734,0.786430014
total_pymnt,1,"[4996.67, 10393.93]",8651,6247,2404,0.278006299,0.267182755,0.310714747,0.517256893,0.386039947,0.913790875,0.722113051,0.277886949,0.150942379,0.006570822
total_pymnt,2,"[10393.93, 12309.1]",2548,2239,309,0.081881869,0.095761516,0.03993796,0.599138762,0.481801463,0.953728835,0.878728414,0.121271586,-0.874533629,0.048819576
total_pymnt,3,"[12309.1, inf]",12474,12116,358,0.400861238,0.518198537,0.046271165,1,1,1,0.971300305,0.028699695,-2.415839475,1.140100776
total_pymnt_inv,0,"[-inf, 4996.67]",7447,2781,4666,0.239314866,0.118942731,0.603076128,0.239314866,0.118942731,0.603076128,0.373438969,0.626561031,1.62340131,0.78594279
total_pymnt_inv,1,"[4996.67, 10003.81]",7950,5643,2307,0.255479144,0.241349814,0.298177588,0.49479401,0.360292545,0.901253716,0.709811321,0.290188679,0.211441851,0.01201577
total_pymnt_inv,2,"[10003.81, 12309.1]",3249,2843,406,0.104409024,0.121594457,0.05247512,0.599203034,0.481887002,0.953728835,0.875038473,0.124961527,-0.840352241,0.05808459
total_pymnt_inv,3,"[12309.1, inf]",12472,12114,358,0.400796966,0.518112998,0.046271165,1,1,1,0.971295702,0.028704298,-2.41567439,1.139816233
total_rec_prncp,0,"[-inf, 2993.46]",6642,1131,5511,0.213445594,0.04837261,0.712291586,0.213445594,0.04837261,0.712291586,0.170280036,0.829719964,2.689553609,1.785645677
total_rec_prncp,1,"[2993.46, 4998.57]",3258,1931,1327,0.104698245,0.082588427,0.171513507,0.31814384,0.130961037,0.883805092,0.592694905,0.407305095,0.730792463,0.064985778
total_rec_prncp,2,"[4998.57, 11967.62]",9145,8296,849,0.293881355,0.354818015,0.109732454,0.612025194,0.485779051,0.993537547,0.907162384,0.092837616,-1.173559852,0.287622574
total_rec_prncp,3,"[11967.62, inf]",12073,12023,50,0.387974806,0.514220949,0.006462453,1,1,1,0.995858527,0.004141473,-4.376644044,2.222278195
total_rec_int,0,"[-inf, 70.05]",1711,1522,189,0.054984253,0.06509559,0.024428073,0.054984253,0.06509559,0.024428073,0.889538282,0.110461718,-0.980123812,0.039859202
total_rec_int,1,"[70.05, 595.02]",9544,7859,1685,0.306703516,0.336127625,0.217784671,0.361687769,0.401223215,0.242212744,0.823449288,0.176550712,-0.433984097,0.05135896
total_rec_int,2,"[595.02, 1531.88]",9942,7455,2487,0.319493541,0.318848638,0.32144242,0.68118131,0.720071853,0.563655164,0.749849125,0.250150875,0.008101928,2.10E-05
total_rec_int,3,"[1531.88, inf]",9921,6545,3376,0.31881869,0.279928147,0.436344836,1,1,1,0.659711723,0.340288277,0.443899889,0.069433351
last_pymnt_d,0,"['Jan-2017', 'Feb-2017', 'Mar-2017', 'Jun-2018']",3541,3200,341,0.11379266,0.136863265,0.04407393,0.11379266,0.136863265,0.04407393,0.90369952,0.09630048,-1.1331139,0.105140885
last_pymnt_d,1,"['Apr-2017', 'May-2018', 'May-2017']",4916,3987,929,0.157979305,0.170523074,0.120072379,0.271771965,0.307386339,0.16414631,0.811025224,0.188974776,-0.350775897,0.017696888
last_pymnt_d,2,"['Jun-2017', 'Mar-2018', 'Feb-2018']",6334,4709,1625,0.203547786,0.201402848,0.210029727,0.475319751,0.508789188,0.374176037,0.743448058,0.256551942,0.041941956,0.000361828
last_pymnt_d,3,"['Apr-2018', 'Jul-2017', 'Oct-2017', 'Aug-2017', 'Sep-2017', 'Nov-2017', 'Jan-2018', 'Dec-2017', 'Jul-2018']",16217,11485,4732,0.521145318,0.491210812,0.611606566,0.996465068,1,0.985782603,0.708207437,0.291792563,0.219215821,0.026392654
last_pymnt_d,4,['unknown'],110,0,110,0.003534932,0,0.014217397,1,1,1,0,1,0.219215821,0.003116678
last_pymnt_amnt,0,"[-inf, 1415.12]",9888,2244,7644,0.317758211,0.095975365,0.987979837,0.317758211,0.095975365,0.987979837,0.226941748,0.773058252,2.33157075,2.079771537
last_pymnt_amnt,1,"[1415.12, inf]",21230,21137,93,0.682241789,0.904024635,0.012020163,1,1,1,0.995619407,0.004380593,-4.320271134,3.853701174
last_credit_pull_d,0,"['Dec-2016', 'Jul-2018', 'Feb-2017', 'Apr-2017', 'May-2017', 'Jan-2017', 'Jun-2017']",2157,2102,55,0.069316794,0.089902057,0.007108698,0.069316794,0.089902057,0.007108698,0.974501623,0.025498377,-2.537401655,0.210080006
last_credit_pull_d,1,"['Jul-2017', 'Mar-2017', 'Aug-2017']",1602,1461,141,0.051481458,0.062486634,0.018224118,0.120798252,0.152388692,0.025332816,0.911985019,0.088014981,-1.23220681,0.054540574
last_credit_pull_d,2,"['May-2018', 'Mar-2018', 'Sep-2017', 'Apr-2018', 'Oct-2017']",8650,7233,1417,0.277974163,0.309353749,0.183145922,0.398772415,0.46174244,0.208478739,0.836184971,0.163815029,-0.524202216,0.066158422
last_credit_pull_d,3,"['Jan-2018', 'Nov-2017', 'Feb-2018', 'Dec-2017']",5348,4097,1251,0.171861945,0.175227749,0.161690578,0.57063436,0.636970189,0.370169316,0.766080778,0.233919222,-0.080402056,0.001088416
last_credit_pull_d,4,['Jun-2018'],13361,8488,4873,0.42936564,0.363029811,0.629830684,1,1,1,0.63528179,0.36471821,0.550966074,0.14699823
tot_cur_bal,0,"[-inf, 59726.0]",12869,9096,3773,0.413554856,0.389033831,0.487656714,0.413554856,0.389033831,0.487656714,0.706814826,0.293185174,0.225945396,0.022283386
tot_cur_bal,1,"[59726.0, 149019.0]",6050,4519,1531,0.194421235,0.193276592,0.197880315,0.607976091,0.582310423,0.68553703,0.746942149,0.253057851,0.023540097,0.000108372
tot_cur_bal,2,"[149019.0, inf]",12199,9766,2433,0.392023909,0.417689577,0.31446297,1,1,1,0.800557423,0.199442577,-0.283872191,0.029303163
mths_since_rcnt_il,0,"[-inf, 5.0]",5876,4297,1579,0.188829616,0.183781703,0.20408427,0.188829616,0.183781703,0.20408427,0.731279782,0.268720218,0.104784342,0.002127391
mths_since_rcnt_il,1,"[5.0, inf]",24526,18605,5921,0.788161193,0.795731577,0.765283702,0.976990809,0.97951328,0.969367972,0.758582729,0.241417271,-0.039015297,0.001187933
mths_since_rcnt_il,2,[-9999.0],716,479,237,0.023009191,0.02048672,0.030632028,1,1,1,0.668994413,0.331005587,0.402269255,0.004081145
max_bal_bc,0,"[-inf, 5114.0]",18042,13529,4513,0.579793046,0.578632223,0.583301021,0.579793046,0.578632223,0.583301021,0.749861434,0.250138566,0.008036302,3.75E-05
max_bal_bc,1,"[5114.0, inf]",13076,9852,3224,0.420206954,0.421367777,0.416698979,1,1,1,0.753441419,0.246558581,-0.011141944,5.20E-05
all_util,0,"[-inf, 42.0]",7196,5937,1259,0.231248795,0.253924126,0.16272457,0.231248795,0.253924126,0.16272457,0.82504169,0.17495831,-0.444976489,0.040581658
all_util,1,"[42.0, 50.0]",3619,2802,817,0.116299248,0.119840896,0.105596484,0.347548043,0.373765023,0.268321055,0.77424703,0.22575297,-0.126539921,0.001802487
all_util,2,"[50.0, 64.0]",8069,6030,2039,0.259303297,0.257901715,0.263538839,0.60685134,0.631666738,0.531859894,0.747304499,0.252695501,0.021622192,0.000121887
all_util,3,"[64.0, inf]",12234,8612,3622,0.39314866,0.368333262,0.468140106,1,1,1,0.70393984,0.29606016,0.239779491,0.023931634
total_rev_hi_lim,0,"[-inf, 41275.0]",22416,16474,5942,0.720354779,0.704589196,0.767997932,0.720354779,0.704589196,0.767997932,0.734921485,0.265078515,0.086172108,0.005464064
total_rev_hi_lim,1,"[41275.0, inf]",8702,6907,1795,0.279645221,0.295410804,0.232002068,1,1,1,0.79372558,0.20627442,-0.241620657,0.01532086
avg_cur_bal,0,"[-inf, 2700.0]",6130,4402,1728,0.196992095,0.188272529,0.223342381,0.196992095,0.188272529,0.223342381,0.718107667,0.281892333,0.170815398,0.005990471
avg_cur_bal,1,"[2700.0, 18097.0]",16116,11815,4301,0.517899608,0.505324836,0.55590022,0.714891703,0.693597365,0.7792426,0.733122363,0.266877637,0.095387354,0.004824252
avg_cur_bal,2,"[18097.0, inf]",8872,7164,1708,0.285108297,0.306402635,0.2207574,1,1,1,0.80748422,0.19251578,-0.327835678,0.028077564
bc_open_to_buy,0,"[-inf, 2261.0]",7931,5476,2455,0.254868565,0.234207262,0.31730645,0.254868565,0.234207262,0.31730645,0.690455176,0.309544824,0.303661565,0.025234029
bc_open_to_buy,1,"[2261.0, 5162.0]",5672,4049,1623,0.182273925,0.1731748,0.209771229,0.43714249,0.407382062,0.527077679,0.713857546,0.286142454,0.191716063,0.007016123
bc_open_to_buy,2,"[5162.0, 11542.0]",6886,5202,1684,0.221286715,0.222488345,0.217655422,0.658429205,0.629870408,0.744733101,0.755445832,0.244554168,-0.02196154,0.000106138
bc_open_to_buy,3,"[11542.0, 24000.0]",5741,4562,1179,0.184491291,0.195115692,0.152384645,0.842920496,0.8249861,0.897117746,0.794635081,0.205364919,-0.247184791,0.010562465
bc_open_to_buy,4,"[24000.0, inf]",4548,3836,712,0.146153352,0.164064839,0.092025333,0.989073848,0.989050939,0.989143079,0.843447669,0.156552331,-0.578197813,0.041653085
bc_open_to_buy,5,[-9999.0],340,256,84,0.010926152,0.010949061,0.010856921,1,1,1,0.752941176,0.247058824,-0.008450934,7.79E-07
bc_util,0,"[-inf, 28.0]",6550,5466,1084,0.210489106,0.233779565,0.140105984,0.210489106,0.233779565,0.140105984,0.834503817,0.165496183,-0.511979473,0.04795895
bc_util,1,"[28.0, 49.4]",6833,5343,1490,0.219583521,0.228518883,0.192581104,0.430072627,0.462298447,0.332687088,0.781940582,0.218059418,-0.171101462,0.006149007
bc_util,2,"[49.4, 64.9]",4981,3709,1272,0.160068128,0.158633078,0.164404808,0.590140755,0.620931526,0.497091896,0.744629592,0.255370408,0.035737878,0.000206269
bc_util,3,"[64.9, 91.5]",8570,6074,2496,0.275403304,0.259783585,0.322605661,0.865544058,0.880715111,0.819697557,0.708751459,0.291248541,0.216581795,0.013606118
bc_util,4,"[91.5, inf]",3821,2521,1300,0.122790668,0.107822591,0.168023782,0.988334726,0.988537702,0.987721339,0.659774928,0.340225072,0.443618327,0.026706352
bc_util,5,[-9999.0],363,268,95,0.011665274,0.011462298,0.012278661,1,1,1,0.738292011,0.261707989,0.068799622,5.62E-05
mo_sin_old_il_acct,0,"[-inf, 50.0]",3250,2231,1019,0.104441159,0.095419358,0.131704795,0.104441159,0.095419358,0.131704795,0.686461538,0.313538462,0.32228155,0.011694127
mo_sin_old_il_acct,1,"[50.0, 92.0]",3904,2880,1024,0.125457934,0.123176939,0.13235104,0.229899094,0.218596296,0.264055836,0.737704918,0.262295082,0.071835944,0.00065903
mo_sin_old_il_acct,2,"[92.0, inf]",23248,17791,5457,0.747091715,0.760916984,0.705312136,0.976990809,0.97951328,0.969367972,0.765270131,0.234729869,-0.075883812,0.004219508
mo_sin_old_il_acct,3,[-9999.0],716,479,237,0.023009191,0.02048672,0.030632028,1,1,1,0.668994413,0.331005587,0.402269255,0.004081145
mo_sin_old_rev_tl_op,0,"[-inf, 65.0]",2975,1996,979,0.095603831,0.085368462,0.126534833,0.095603831,0.085368462,0.126534833,0.67092437,0.32907563,0.393540897,0.016200651
mo_sin_old_rev_tl_op,1,"[65.0, 143.0]",9437,7033,2404,0.303264991,0.300799795,0.310714747,0.398868822,0.386168256,0.43724958,0.745258027,0.254741973,0.032430371,0.000321546
mo_sin_old_rev_tl_op,2,"[143.0, inf]",18706,14352,4354,0.601131178,0.613831744,0.56275042,1,1,1,0.767240458,0.232759542,-0.086884631,0.004438182
mo_sin_rcnt_rev_tl_op,0,"[-inf, 1.0]",2610,1858,752,0.083874285,0.079466233,0.097195295,0.083874285,0.079466233,0.097195295,0.711877395,0.288122605,0.201390116,0.003570458
mo_sin_rcnt_rev_tl_op,1,"[1.0, 8.0]",14371,10673,3698,0.461822739,0.456481759,0.477963035,0.545697024,0.535947992,0.57515833,0.742676223,0.257323777,0.045984656,0.000987809
mo_sin_rcnt_rev_tl_op,2,"[8.0, 16.0]",7154,5408,1746,0.229899094,0.231298918,0.225668864,0.775596118,0.76724691,0.800827194,0.755940732,0.244059268,-0.02464217,0.000138737
mo_sin_rcnt_rev_tl_op,3,"[16.0, inf]",6983,5442,1541,0.224403882,0.23275309,0.199172806,1,1,1,0.779321209,0.220678791,-0.155805373,0.005231989
mort_acc,0,"[-inf, 1.0]",18143,12991,5152,0.583038756,0.555622086,0.665891172,0.583038756,0.555622086,0.665891172,0.716033732,0.283966268,0.18103789,0.019962883
mort_acc,1,"[1.0, 3.0]",8329,6557,1772,0.26765859,0.280441384,0.22902934,0.850697346,0.83606347,0.894920512,0.78724937,0.21275063,-0.202514618,0.010411691
mort_acc,2,"[3.0, inf]",4646,3833,813,0.149302654,0.16393653,0.105079488,1,1,1,0.825010762,0.174989238,-0.444762245,0.02617739
mths_since_recent_inq,0,"[-inf, 1.0]",5838,4073,1765,0.187608458,0.174201275,0.228124596,0.187608458,0.174201275,0.228124596,0.697670435,0.302329565,0.269680573,0.014542072
mths_since_recent_inq,1,"[1.0, 3.0]",5128,3789,1339,0.164792082,0.16205466,0.173064495,0.35240054,0.336255934,0.401189091,0.738884555,0.261115445,0.065730646,0.000723684
mths_since_recent_inq,2,"[3.0, inf]",17356,13307,4049,0.557747927,0.569137334,0.523329456,0.910148467,0.905393268,0.924518547,0.766708919,0.233291081,-0.083910564,0.003843765
mths_since_recent_inq,3,[-9999.0],2796,2212,584,0.089851533,0.094606732,0.075481453,1,1,1,0.791130186,0.208869814,-0.225841669,0.004319285
num_actv_bc_tl,0,"[-inf, 2.0]",10950,8545,2405,0.351886368,0.365467687,0.310843996,0.351886368,0.365467687,0.310843996,0.780365297,0.219634703,-0.161886702,0.008842849
num_actv_bc_tl,1,"[2.0, 3.0]",6515,4950,1565,0.209364355,0.211710363,0.202274784,0.561250723,0.577178051,0.51311878,0.759785111,0.240214889,-0.045592041,0.000430187
num_actv_bc_tl,2,"[3.0, 5.0]",8340,6146,2194,0.268012083,0.262863008,0.283572444,0.829262806,0.840041059,0.796691224,0.736930456,0.263069544,0.075834609,0.001570492
